tick,agent_id,recommender,chosen_poi_id,chosen_poi_name,chosen_neighborhood,chosen_score,candidate_poi_ids
0,144,sustainability,33,Mercat de la Boqueria,El Raval,0.9167400405507917,"[33, 36, 34, 12, 11]"
0,145,sustainability,11,Palau Guell,El Raval,0.8413798177956935,"[11, 13, 33, 28, 49]"
0,146,sustainability,46,Parc Central de Nou Barris,Nou Barris,0.8605274964612825,"[46, 49, 37, 50, 34]"
0,147,sustainability,10,Basilica de Santa Maria del Pi,Barri Gotic,0.7242575398830077,"[10, 38]"
0,148,sustainability,14,Sant Pau del Camp,El Raval,0.799211089834577,"[14, 13, 46, 11, 33]"
0,149,sustainability,13,CCCB Center,El Raval,0.8770044539991866,"[13, 11, 33, 46, 28]"
0,150,sustainability,33,Mercat de la Boqueria,El Raval,0.88898838492825,"[33, 13, 46, 47, 11]"
0,151,sustainability,38,Barceloneta Beach,La Barceloneta,0.749387330658979,"[38, 10]"
0,152,sustainability,13,CCCB Center,El Raval,0.8373889812628366,"[13, 11, 16, 30, 49]"
0,153,sustainability,33,Mercat de la Boqueria,El Raval,0.8715264359470626,"[33, 11, 13, 28, 49]"
0,154,sustainability,20,Parc de la Ciutadella,Ciutadella,0.7416705006744252,"[20, 38, 19, 34, 14]"
0,155,sustainability,37,Mercat dels Encants,Poblenou,0.7913455855630833,"[37, 49, 20, 22, 26]"
0,156,sustainability,49,Parc Diagonal Mar,Poblenou,0.8634907536731093,"[49, 20, 45, 19, 38]"
0,157,sustainability,38,Barceloneta Beach,La Barceloneta,0.6995162111795984,"[38, 10]"
0,158,sustainability,33,Mercat de la Boqueria,El Raval,0.8715600015638574,"[33, 11, 13, 50, 37]"
0,159,sustainability,36,Mercat de la Concepcio,Sant Antoni,0.7654982577994025,"[36, 34, 46, 14, 49]"
0,160,sustainability,11,Palau Guell,El Raval,0.8709388730873229,"[11, 13, 28, 30, 46]"
0,161,sustainability,37,Mercat dels Encants,Poblenou,0.8428665556630637,"[37, 50, 33, 13, 31]"
0,162,sustainability,49,Parc Diagonal Mar,Poblenou,0.7713940565275612,"[49, 37, 50, 34, 36]"
0,163,sustainability,13,CCCB Center,El Raval,0.8818969311099711,"[13, 11, 33, 50, 37]"
0,164,sustainability,13,CCCB Center,El Raval,0.8707693371806297,"[13, 11, 33, 28, 46]"
0,165,sustainability,33,Mercat de la Boqueria,El Raval,0.770451800277784,"[33, 36, 34, 46, 47]"
0,166,sustainability,46,Parc Central de Nou Barris,Nou Barris,0.905319942474228,"[46, 49, 14, 45, 37]"
0,167,sustainability,50,Forum Building / Forum Park,Poblenou,0.8583056675407359,"[50, 37, 21, 22, 23]"
0,168,sustainability,33,Mercat de la Boqueria,El Raval,0.8797784905050312,"[33, 47, 46, 11, 13]"
0,169,sustainability,47,Parc del Turo de la Peira,Nou Barris,0.8377421725753791,"[47, 46, 49, 37, 50]"
0,170,sustainability,49,Parc Diagonal Mar,Poblenou,0.8104636225767573,"[49, 37, 50, 20, 38]"
0,171,sustainability,49,Parc Diagonal Mar,Poblenou,0.7713004868410568,"[49, 37, 34, 50, 36]"
0,172,sustainability,46,Parc Central de Nou Barris,Nou Barris,0.816572582983556,"[46, 47, 37, 26, 27]"
0,173,sustainability,49,Parc Diagonal Mar,Poblenou,0.8700462774082919,"[49, 46, 20, 19, 45]"
0,174,sustainability,47,Parc del Turo de la Peira,Nou Barris,0.8751168334804478,"[47, 46, 44, 49, 50]"
0,175,sustainability,11,Palau Guell,El Raval,0.8493069334991586,"[11, 13, 33, 46, 47]"
0,176,sustainability,34,Mercat de Sant Antoni,Sant Antoni,0.7736961629724044,"[34, 36, 14, 4, 42]"
0,177,sustainability,33,Mercat de la Boqueria,El Raval,0.8841456319006229,"[33, 46, 47, 13, 11]"
0,178,sustainability,33,Mercat de la Boqueria,El Raval,0.8591934966597232,"[33, 13, 11, 37, 49]"
0,179,sustainability,50,Forum Building / Forum Park,Poblenou,0.8131783672428338,"[50, 37, 46, 47, 22]"
0,180,sustainability,12,MACBA Museum,El Raval,0.9002095921708586,"[12, 13, 11, 33, 28]"
0,181,sustainability,33,Mercat de la Boqueria,El Raval,0.8408004959364662,"[33, 13, 11, 28, 37]"
0,182,sustainability,13,CCCB Center,El Raval,0.8806780869470523,"[13, 11, 28, 30, 33]"
0,183,sustainability,14,Sant Pau del Camp,El Raval,0.6833870330795357,"[14, 20, 42, 10, 15]"
0,184,sustainability,49,Parc Diagonal Mar,Poblenou,0.8357718893006457,"[49, 37, 45, 50, 20]"
0,185,sustainability,33,Mercat de la Boqueria,El Raval,0.7768308260364069,"[33, 37, 50, 13, 46]"
0,186,sustainability,46,Parc Central de Nou Barris,Nou Barris,0.8552626152197111,"[46, 47, 50, 49, 37]"
0,187,sustainability,46,Parc Central de Nou Barris,Nou Barris,0.8266360100972526,"[46, 37, 49, 50, 14]"
0,188,sustainability,49,Parc Diagonal Mar,Poblenou,0.7880950544693693,"[49, 50, 37, 45, 25]"
0,189,sustainability,12,MACBA Museum,El Raval,0.8719830372357729,"[12, 33, 13, 11, 37]"
0,190,sustainability,38,Barceloneta Beach,La Barceloneta,0.5922177719031531,"[38, 10]"
0,191,sustainability,47,Parc del Turo de la Peira,Nou Barris,0.8871716517388649,"[47, 46, 26, 27, 44]"
0,192,sustainability,49,Parc Diagonal Mar,Poblenou,0.7724807254707753,"[49, 37, 50, 20, 34]"
0,193,sustainability,12,MACBA Museum,El Raval,0.8325732343466238,"[12, 13, 11, 33, 37]"
0,194,sustainability,46,Parc Central de Nou Barris,Nou Barris,0.7931490228771938,"[46, 47, 44, 49, 14]"
0,195,sustainability,47,Parc del Turo de la Peira,Nou Barris,0.7508353454716035,"[47, 37, 46, 49, 50]"
0,196,sustainability,33,Mercat de la Boqueria,El Raval,0.8492402705823758,"[33, 13, 11, 46, 47]"
0,197,sustainability,37,Mercat dels Encants,Poblenou,0.843169046157445,"[37, 50, 12, 21, 22]"
0,199,sustainability,46,Parc Central de Nou Barris,Nou Barris,0.8257663652356876,"[46, 47, 37, 49, 50]"
0,200,sustainability,33,Mercat de la Boqueria,El Raval,0.8480717835122252,"[33, 12, 13, 11, 49]"
0,201,sustainability,33,Mercat de la Boqueria,El Raval,0.8826757788883302,"[33, 12, 46, 47, 28]"
0,202,sustainability,20,Parc de la Ciutadella,Ciutadella,0.7601638243213803,"[20, 38, 42, 10, 15]"
0,203,sustainability,37,Mercat dels Encants,Poblenou,0.7820598453095091,"[37, 49, 20, 38, 22]"
0,204,sustainability,46,Parc Central de Nou Barris,Nou Barris,0.8854551817556354,"[46, 33, 12, 44, 13]"
0,205,sustainability,33,Mercat de la Boqueria,El Raval,0.8688663722170082,"[33, 13, 11, 37, 49]"
0,206,sustainability,33,Mercat de la Boqueria,El Raval,0.8737205979873185,"[33, 13, 11, 49, 37]"
0,207,sustainability,13,CCCB Center,El Raval,0.7941968813628202,"[13, 11, 33, 50, 30]"
0,208,sustainability,28,CosmoCaixa,Horta-Guinardo,0.8702958933886424,"[28, 30, 11, 13, 17]"
0,209,sustainability,11,Palau Guell,El Raval,0.7986136719901895,"[11, 13, 33, 37, 49]"
0,210,sustainability,49,Parc Diagonal Mar,Poblenou,0.7700755333039674,"[49, 14, 37, 50, 34]"
0,211,sustainability,37,Mercat dels Encants,Poblenou,0.8206552117486533,"[37, 33, 49, 44, 28]"
0,212,sustainability,13,CCCB Center,El Raval,0.8002876639821235,"[13, 50, 11, 28, 37]"
0,213,sustainability,36,Mercat de la Concepcio,Sant Antoni,0.8072042959001344,"[36, 34, 35, 47, 46]"
0,214,sustainability,49,Parc Diagonal Mar,Poblenou,0.8107585586503605,"[49, 37, 20, 38, 50]"
0,215,sustainability,33,Mercat de la Boqueria,El Raval,0.834531738086342,"[33, 13, 11, 50, 37]"
0,216,sustainability,37,Mercat dels Encants,Poblenou,0.831579231341531,"[37, 50, 13, 11, 33]"
0,217,sustainability,47,Parc del Turo de la Peira,Nou Barris,0.8912635497026775,"[47, 46, 33, 13, 11]"
0,218,sustainability,46,Parc Central de Nou Barris,Nou Barris,0.8806257662324871,"[46, 33, 49, 13, 14]"
0,219,sustainability,33,Mercat de la Boqueria,El Raval,0.833779982808473,"[33, 49, 13, 11, 34]"
0,220,sustainability,47,Parc del Turo de la Peira,Nou Barris,0.8487155700191868,"[47, 46, 26, 44, 49]"
0,221,sustainability,28,CosmoCaixa,Horta-Guinardo,0.8158267270498394,"[28, 33, 9, 13, 44]"
0,222,sustainability,13,CCCB Center,El Raval,0.829309466021338,"[13, 33, 11, 46, 47]"
0,223,sustainability,50,Forum Building / Forum Park,Poblenou,0.7504621590398045,"[50, 37, 46, 22, 26]"
0,224,sustainability,28,CosmoCaixa,Horta-Guinardo,0.8157512769207796,"[28, 11, 13, 33, 30]"
0,225,sustainability,26,Laberint d'Horta,Horta-Guinardo,0.7590528682520545,"[26, 44, 49, 37, 34]"
0,226,sustainability,11,Palau Guell,El Raval,0.8190435334139612,"[11, 13, 46, 28, 47]"
0,227,sustainability,49,Parc Diagonal Mar,Poblenou,0.8202228964573086,"[49, 45, 25, 19, 20]"
0,228,sustainability,46,Parc Central de Nou Barris,Nou Barris,0.866746233603291,"[46, 47, 49, 45, 25]"
0,229,sustainability,28,CosmoCaixa,Horta-Guinardo,0.8113894136031656,"[28, 33, 37, 13, 50]"
0,230,sustainability,14,Sant Pau del Camp,El Raval,0.7700172398763221,"[14, 50, 37, 49, 34]"
0,231,sustainability,49,Parc Diagonal Mar,Poblenou,0.7790084256407532,"[49, 50, 37, 34, 36]"
0,232,sustainability,50,Forum Building / Forum Park,Poblenou,0.6869929667427951,"[50, 37, 22, 43, 42]"
0,233,sustainability,49,Parc Diagonal Mar,Poblenou,0.8163423476882389,"[49, 20, 38, 19, 9]"
0,234,sustainability,12,MACBA Museum,El Raval,0.8467026959023078,"[12, 33, 13, 11, 46]"
0,235,sustainability,33,Mercat de la Boqueria,El Raval,0.8506357617742077,"[33, 49, 37, 34, 13]"
0,236,sustainability,33,Mercat de la Boqueria,El Raval,0.8699247549440712,"[33, 34, 12, 36, 48]"
0,237,sustainability,12,MACBA Museum,El Raval,0.8533410979347018,"[12, 48, 44, 28, 26]"
0,238,sustainability,49,Parc Diagonal Mar,Poblenou,0.8142037035676863,"[49, 37, 50, 46, 47]"
0,239,sustainability,37,Mercat dels Encants,Poblenou,0.8274623032527174,"[37, 50, 43, 34, 49]"
0,240,sustainability,49,Parc Diagonal Mar,Poblenou,0.7715136843929881,"[49, 33, 13, 11, 28]"
0,241,sustainability,33,Mercat de la Boqueria,El Raval,0.8581967959703154,"[33, 46, 47, 13, 11]"
0,242,sustainability,33,Mercat de la Boqueria,El Raval,0.8292274149760686,"[33, 20, 3, 39, 38]"
0,243,sustainability,44,Parc de la Creueta del Coll,Horta-Guinardo,0.8340016615862268,"[44, 26, 49, 46, 47]"
0,244,sustainability,14,Sant Pau del Camp,El Raval,0.756953039656476,"[14, 49, 50, 37, 34]"
0,245,sustainability,33,Mercat de la Boqueria,El Raval,0.8687827895388107,"[33, 34, 36, 50, 37]"
0,246,sustainability,49,Parc Diagonal Mar,Poblenou,0.8261335287522311,"[49, 26, 44, 46, 47]"
0,247,sustainability,50,Forum Building / Forum Park,Poblenou,0.7771306782461795,"[50, 37, 49, 34, 43]"
0,248,sustainability,12,MACBA Museum,El Raval,0.8242502044816999,"[12, 13, 11, 33, 37]"
0,249,sustainability,33,Mercat de la Boqueria,El Raval,0.7791236293271198,"[33, 49, 50, 37, 12]"
0,250,sustainability,50,Forum Building / Forum Park,Poblenou,0.8086086412659291,"[50, 30, 37, 13, 11]"
0,251,sustainability,37,Mercat dels Encants,Poblenou,0.7081262001497793,"[37, 50, 49, 34, 14]"
0,252,sustainability,46,Parc Central de Nou Barris,Nou Barris,0.8708233191982343,"[46, 47, 50, 37, 49]"
0,253,sustainability,47,Parc del Turo de la Peira,Nou Barris,0.7792623727188941,"[47, 49, 46, 26, 44]"
0,254,sustainability,33,Mercat de la Boqueria,El Raval,0.8214670155690218,"[33, 46, 26, 44, 49]"
0,255,sustainability,16,Picasso Museum,El Born,0.836144944098568,"[16, 13, 11, 33, 37]"
0,256,sustainability,33,Mercat de la Boqueria,El Raval,0.8010679381123785,"[33, 37, 50, 13, 11]"
